,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
211,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army,,Syria,6080071,2018-03-11,SYR29557,29557,Battles,0,1,2,2,22,760,SYR,36.7054,Janjeylan,36.7081,"JSH Olive Branch forces advanced against YPG fighters to control Janjeylan village in northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164582,2018
212,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army,,Syria,6078253,2018-03-11,SYR29521,29521,Battles,0,1,2,2,22,760,SYR,36.7150,Alamdar,36.7292,"JSH Olive Branch forces advanced against YPG fighters to control Alamdar village in northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164574,2018
213,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army,,Syria,6077177,2018-03-11,SYR29591,29591,Battles,0,1,2,2,22,760,SYR,36.7098,Jaqmaq Saghira,36.7181,"JSH Olive Branch forces advanced against YPG fighters to control Jaqmaq Saghira village in northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
214,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6078295,2018-03-11,SYR29516,29516,Battles,0,2,2,2,22,760,SYR,36.5111,Afrin,36.8655,JSH Olive Branch forces advanced against YPG fighters to control Andariyah and Mazrat al-Qadi villages in the Afrin area of northern Aleppo. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164574,2018
215,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6076862,2018-03-11,SYR29522,29522,Battles,0,1,8,2,28,760,SYR,36.7587,Ali Bak,36.7532,"Turkish and JSH Olive Branch forces took control over Ali Bak village in northern Afrin, Aleppo, likely following clashes with YPG. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
216,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6076147,2018-03-11,SYR29534,29534,Battles,0,2,2,2,22,760,SYR,36.7697,Bulbul,36.8193,"JSH Olive Branch forces advanced against YPG fighters to control Kaybar village in Bulbul sub-district of northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
217,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6075786,2018-03-11,SYR29593,29593,Battles,0,1,2,2,22,760,SYR,36.7541,Marwiya,36.7406,"JSH Olive Branch forces advanced against YPG fighters to control Marwiya village in northern Afrin, Aleppo. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164569,2018
218,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army; Hamza Brigade,,Syria,6076318,2018-03-10,SYR29508,29508,Battles,0,1,2,2,22,760,SYR,36.4353,Tallaf,36.8033,"JSH Olive Branch forces, including Hamza Brigade, gained control over Tallaf village in the Afrin area of northern Aleppo following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164570,2018
219,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,JSH: Free Syrian Army,,Syria,6079570,2018-03-10,SYR29497,29497,Battles,0,1,2,2,22,760,SYR,36.5491,Qastal Kush,36.8780,"JSH Olive Branch forces gained control over Qastal Kush village in northeast Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164581,2018
220,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,6075606,2018-03-10,SYR29501,29501,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.8494,Ras Al Ain,40.0747,"Turkish forces targeted, likely with shells, YPG positions in Ras Al Ain city in northern Al-Hasakeh. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2018
221,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6077049,2018-03-10,SYR29496,29496,Battles,0,1,8,2,28,760,SYR,36.5543,Qarah Tabah,36.8948,Turkish and JSH Olive Branch forces gained control over Qarah Tabah village in the Afrin area of northern Aleppo following clashes with YPG fighters. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
222,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6075175,2018-03-10,SYR29443,29443,Battles,0,1,8,2,28,760,SYR,36.5371,135th Brigade Army Base,36.9177,Turkish and JSH Olive Branch forces gained control over 135th Brigade Army Base in the Afrin area of northern Aleppo following clashes with YPG fighters. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
223,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,5850490,2018-03-10,SYR29478,29478,Battles,0,2,8,2,28,760,SYR,36.3925,Jandairis,36.6896,Turkish warplanes carried out strikes on areas of Sharan sub-district in the Jandairis area of northern Aleppo as violent clashes took place between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in the area. Turkish and Olive Branch forces made advances in the area in the direction of Afrin city. No fatalities reported.,Middle East,SOHR,Other,Armed clash,1,1567462257,2018
224,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5841697,2018-03-10,SYR29509,29509,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.8240,Tell Halaf,40.0384,The Turkish army targeted with heavy machine gun artillery a car of the YPG in Tall Halaf town in the north western countryside of Al-Hasakeh. Neither injuries nor fatalities were reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462246,2018
225,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,5848324,2018-03-10,SYR29445,29445,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Violent clashes took place between Turkish forces and rebel and Islamist Olive Branch factions against YPG and Self-Defense forces fighters to the northeast, northwest, and southeast of Afrin city in northern Aleppo, where Turkish and allied forces advanced to control 9 new villages and to approach the outskirts of Afrin village. No fatalities reported.",Middle East,SOHR,Other,Non-state actor overtakes territory,1,1567462254,2018
226,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Raju,JSH: Free Syrian Army,,Syria,6077000,2018-03-10,SYR29507,29507,Battles,0,2,2,2,22,760,SYR,36.8116,Shankal,36.7423,"JSH Olive Branch forces gained control over Sulaqli village in the area of Shankal northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
227,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Hamza Brigade,,Syria,6078574,2018-03-10,SYR29506,29506,Battles,0,1,2,2,22,760,SYR,36.4462,Sheikh Abdul Rahman,36.7641,"Hamza Brigade Olive Branch fighters gained control over Sheikh Abdul Rahman village in southwest Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164580,2018
228,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6075168,2018-03-10,SYR29459,29459,Battles,0,1,2,2,22,760,SYR,36.4846,Jalbul,36.9690,JSH Olive Branch forces gained control over Jalbul village in the Afrin area of northern Aleppo following clashes with YPG fighters. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164568,2018
229,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army; JWS: Syrian National Army; Hamza Division - Aleppo,,Syria,6075567,2018-03-10,SYR29487,29487,Battles,0,2,2,2,22,760,SYR,36.7465,Khadir Tahtani,36.7950,"JSH Olive Branch forces, including Hamza Division and Syrian National Army, gained control over Khadir Tahtani village in northern Afrin following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164569,2018
230,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,Operation Olive Branch; JSH: Free Syrian Army; 3rd Corps,,Syria,6077490,2018-03-10,SYR29447,29447,Battles,0,1,8,2,28,760,SYR,36.5057,Al Khalidiyah,36.9248,"Turkish and JSH Olive Branch forces, including 3rd Corps, gained control over Al-Khalidiyah village in the Afrin area of northern Aleppo following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
231,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6077615,2018-03-10,SYR29462,29462,Battles,0,1,2,2,22,760,SYR,36.7421,Dobira,36.7874,"JSH Olive Branch forces gained control over Dobira village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
232,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Hamza Brigade,,Syria,6077371,2018-03-10,SYR29483,29483,Battles,0,1,2,2,22,760,SYR,36.4133,Kafr Zayt,36.8112,"Hamza Brigade forces took control of Kafr Zayt village in southwest Afrin, Aleppo, following clashes with YPG. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
233,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,JSH: Free Syrian Army,,Syria,6077499,2018-03-10,SYR29498,29498,Battles,0,1,2,2,22,760,SYR,36.4190,Quriba,36.7400,"JSH Olive Branch forces gained control over Quriba village in southwest Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
234,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Hamza Brigade,,Syria,6079305,2018-03-10,SYR29481,29481,Battles,0,1,2,2,22,760,SYR,36.4328,Kaan Kurk,36.7635,"Hamza Brigade Olive Branch fighters gained control over Kaan Kurk village in southwest Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164581,2018
235,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,JSH: Free Syrian Army,,Syria,6077506,2018-03-10,SYR29499,29499,Battles,0,1,2,2,22,760,SYR,36.5706,Qurt Qulaq al Saghirah,36.8837,"JSH Olive Branch forces established control of Qurt Qulaq al-Saghirah village, near Afrin city, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164571,2018
236,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Sharan,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6079816,2018-03-09,SYR29424,29424,Battles,0,1,8,2,28,760,SYR,36.6231,Maydankay Dam,36.8717,"Turkish and allied Olive Branch JSH forces established control over Maydankay Dam in central Afrin, the main water source for Afrin city. Control was likely established following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164582,2018
237,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,Operation Olive Branch; JSH: Free Syrian Army,,Syria,6078727,2018-03-09,SYR29384,29384,Battles,0,1,8,2,28,760,SYR,36.5435,Al-Malikeyyeh,36.9904,"Turkish and JSH Olive Branch forces advanced towards Afrin city, taking control of Al-Malikeyyeh village from YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164580,2018
238,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army,,Syria,6078722,2018-03-09,SYR29439,29439,Battles,0,1,2,2,22,760,SYR,36.7630,Sirayan,36.7709,"JSH Olive Branch fighters established control of Sirayan village in northern Afrin, Aleppo, likely following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164580,2018
239,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,JSH: Free Syrian Army; Sultan Murad Division; Hamza Division - Aleppo,,Syria,6078365,2018-03-09,SYR29412,29412,Battles,0,1,2,2,22,760,SYR,36.7584,Jabal Kashkadar,36.7431,"Olive Branch JSH fighters, including Sultan Murad Division and Hamza Division, established control over Jabal Kashkadar in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164574,2018
240,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Jandairis,Hamza Brigade,,Syria,6078729,2018-03-09,SYR29441,29441,Battles,0,1,2,2,22,760,SYR,36.3838,Zalaqah,36.7800,Hamza Brigade Olive Branch fighters took control of Zalaqah village in southwest Afrin following clashes with YPG fighters. No fatalities reported.,Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164580,2018
241,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,JSH: Free Syrian Army,,Syria,6079092,2018-03-09,SYR29415,29415,Battles,0,1,2,2,22,760,SYR,36.5588,Kafr Miz,36.9417,"Olive Branch JSH forces took control of Kafr Miz village near Afrin city, likely following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164581,2018
242,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,5860233,2018-03-09,SYR29377,29377,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Turkish forces advanced, likely against YPG fighters, in 2 villages in northern and northwestern Afrin district. No fatalities reported.",Middle East,SOHR,Other,Armed clash,1,1567462270,2018
243,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),HXP: Self-Defense Forces,Syria,5867142,2018-03-09,SYR29393,29393,Battles,0,2,8,2,28,760,SYR,36.7697,Bulbul,36.8193,"Suspected Turkish warplanes carried out strikes on the Bulbul sub-district in northern Afrin, Aleppo as clashes took place in the area between Turkish and rebel and Islamist factions, likely Olive Branch, against YPG and Self-Defense Forces. No fatalities reported.",Middle East,SOHR,Other,Armed clash,1,1567462279,2018
244,Operation Olive Branch,YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6081474,2018-03-09,SYR29402,29402,Battles,0,1,2,2,22,760,SYR,36.5191,Enab,36.9543,"Olive Branch forces captured Enab village near Afrin city, likely following clashes with YPG fighters. No fatalities reported.",Middle East,Liveuamap,Local partner-New media,Non-state actor overtakes territory,1,1571164584,2018
245,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Bulbul,Operation Olive Branch; Opposition Rebels (Syria),,Syria,5856715,2018-03-09,SYR29394,29394,Battles,0,1,8,2,28,760,SYR,36.7697,Bulbul,36.8193,"Turkish forces and opposition factions, likely Olive Branch, advanced against YPG fighters to control Bulbul town in northern Afrin, Aleppo. No fatalities reported",Middle East,SOHR,Other,Non-state actor overtakes territory,2,1567462266,2018
